NAME	InducerComp_10x_RF_AT_-IFI
VAR	annotator	inducer	ontology	classifier
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6307	0.3693
OUT	0	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	1	0	0.5794	0.4206
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5794	0.4206
OUT	1	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	1	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	1	0	0.6307	0.3693
OUT	1	0	0.6307	0.3693
OUT	1	0	0.6307	0.3693
OUT	1	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	0	0	0.5794	0.4206
OUT	1	1	0.0029	0.9971
OUT	0	0	0.6307	0.3693
OUT	0	0	0.5794	0.4206
OUT	1	0	0.5794	0.4206
OUT	1	0	0.5794	0.4206
OUT	1	1	0.2367	0.7633
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5794	0.4206
OUT	1	0	0.5794	0.4206
OUT	1	0	0.6307	0.3693
RES
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0662	0.9338
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	1	0	0.6180	0.3820
OUT	1	0	0.6180	0.3820
OUT	1	1	0.0121	0.9879
OUT	1	1	0.2988	0.7012
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.6180	0.3820
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	1	0.1733	0.8267
OUT	0	0	0.5953	0.4047
OUT	1	1	0.4905	0.5095
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	1	0.4969	0.5031
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	1	0.1733	0.8267
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6180	0.3820
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.6180	0.3820
OUT	0	0	0.6180	0.3820
OUT	1	1	0.1195	0.8805
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6180	0.3820
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.6180	0.3820
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	0	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
OUT	1	0	0.5953	0.4047
RES
OUT	1	1	0.0298	0.9702
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.6291	0.3709
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	1	0.0059	0.9941
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	1	0.1436	0.8564
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5997	0.4003
OUT	1	1	0.3491	0.6509
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	1	0.1497	0.8503
OUT	1	1	0.0298	0.9702
OUT	1	0	0.6291	0.3709
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5997	0.4003
OUT	1	0	0.6291	0.3709
OUT	0	0	0.5997	0.4003
OUT	1	0	0.6291	0.3709
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6291	0.3709
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.6291	0.3709
OUT	1	0	0.5997	0.4003
OUT	1	0	0.6291	0.3709
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.6291	0.3709
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.6291	0.3709
OUT	0	0	0.6291	0.3709
OUT	0	0	0.6291	0.3709
OUT	0	0	0.6291	0.3709
OUT	0	0	0.6291	0.3709
OUT	1	1	0.0390	0.9610
OUT	0	0	0.6291	0.3709
OUT	1	1	0.1872	0.8128
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.6291	0.3709
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	1	0.0642	0.9358
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5066	0.4934
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	1	1	0.1466	0.8534
OUT	0	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.5997	0.4003
OUT	1	0	0.6291	0.3709
OUT	1	0	0.5997	0.4003
OUT	0	0	0.5997	0.4003
OUT	0	0	0.6291	0.3709
RES
OUT	1	0	0.5882	0.4118
OUT	1	0	0.6188	0.3812
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.6188	0.3812
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	0	0	0.6188	0.3812
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	1	0.0623	0.9377
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.6188	0.3812
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	0	0	0.6188	0.3812
OUT	1	0	0.6188	0.3812
OUT	1	1	0.1484	0.8516
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.6188	0.3812
OUT	1	0	0.5882	0.4118
OUT	1	1	0.4455	0.5545
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5882	0.4118
OUT	0	1	0.0265	0.9735
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0029	0.9971
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.3003	0.6997
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.6188	0.3812
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	1	0	0.6188	0.3812
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6188	0.3812
OUT	1	0	0.5882	0.4118
RES
OUT	1	0	0.5882	0.4118
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	1	0	0.5882	0.4118
OUT	1	1	0.1764	0.8236
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.6096	0.3904
OUT	0	1	0.3247	0.6753
OUT	0	0	0.6096	0.3904
OUT	1	1	0.0384	0.9616
OUT	1	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0680	0.9320
OUT	1	1	0.0000	1.0000
OUT	1	1	0.0028	0.9972
OUT	0	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0384	0.9616
OUT	1	0	0.6096	0.3904
OUT	1	1	0.0713	0.9287
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	1	0.1053	0.8947
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	1	0.1028	0.8972
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0059	0.9941
OUT	1	0	0.5882	0.4118
OUT	0	1	0.3247	0.6753
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0853	0.9147
OUT	1	0	0.6096	0.3904
OUT	0	0	0.6096	0.3904
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0024	0.9976
OUT	1	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	0	0	0.5882	0.4118
OUT	1	1	0.0713	0.9287
OUT	0	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
OUT	1	0	0.5882	0.4118
RES
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0827	0.9173
OUT	1	0	0.6019	0.3981
OUT	1	1	0.0827	0.9173
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6289	0.3711
OUT	1	1	0.2961	0.7039
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0455	0.9545
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0329	0.9671
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	1	0	0.6289	0.3711
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6289	0.3711
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	1	0.0827	0.9173
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0009	0.9991
OUT	1	1	0.0210	0.9790
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6289	0.3711
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0827	0.9173
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	1	0	0.6019	0.3981
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0718	0.9282
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6289	0.3711
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	1	0.4006	0.5994
OUT	0	0	0.6289	0.3711
OUT	0	0	0.6019	0.3981
OUT	0	1	0.4033	0.5967
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0030	0.9970
OUT	0	0	0.6019	0.3981
OUT	1	0	0.6289	0.3711
OUT	1	0	0.6289	0.3711
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6289	0.3711
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.1273	0.8727
OUT	0	0	0.6019	0.3981
OUT	0	0	0.6019	0.3981
OUT	1	1	0.0000	1.0000
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
OUT	1	0	0.6019	0.3981
RES
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0774	0.9226
OUT	1	0	0.6012	0.3988
OUT	0	0	0.5923	0.4077
OUT	0	1	0.4051	0.5949
OUT	1	0	0.6012	0.3988
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	1	0.0000	1.0000
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	0	0	0.6012	0.3988
OUT	0	0	0.6012	0.3988
OUT	0	0	0.6012	0.3988
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.6012	0.3988
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0030	0.9970
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	1	1	0.0000	1.0000
OUT	0	0	0.6012	0.3988
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0029	0.9971
OUT	1	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.1967	0.8033
OUT	0	0	0.6012	0.3988
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	1	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.6012	0.3988
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
OUT	0	0	0.5923	0.4077
RES
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.6150	0.3850
OUT	0	0	0.6150	0.3850
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.6150	0.3850
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.6150	0.3850
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	1	0.0120	0.9880
OUT	0	0	0.5927	0.4073
OUT	0	0	0.6150	0.3850
OUT	1	1	0.0657	0.9343
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	1	0.0008	0.9993
OUT	1	1	0.2451	0.7549
OUT	0	0	0.6150	0.3850
OUT	1	1	0.0562	0.9438
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.6150	0.3850
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.6150	0.3850
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	1	0.0000	1.0000
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	1	0.2685	0.7315
OUT	1	0	0.6150	0.3850
OUT	1	1	0.0008	0.9993
OUT	0	0	0.5927	0.4073
OUT	1	0	0.6150	0.3850
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.6150	0.3850
OUT	1	1	0.0000	1.0000
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	0	0	0.6150	0.3850
OUT	0	0	0.6150	0.3850
OUT	1	0	0.5927	0.4073
OUT	1	1	0.0120	0.9880
OUT	1	0	0.5927	0.4073
OUT	0	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5927	0.4073
OUT	1	0	0.5059	0.4941
OUT	0	0	0.5927	0.4073
OUT	1	1	0.0000	1.0000
